attr1,attr2,attr3,attr4,attr5
41.6333,70.2643,57.3291,53.4079,32.2868
36.6300,78.9413,57.1685,60.0884,29.4388
51.6335,44.2132,22.6187,79.5625,26.4427
61.4111,53.5227,31.5692,75.5510,61.8554
38.1560,72.6555,58.0822,60.3093,37.1616
65.6948,29.2912,48.3068,39.9084,76.0716
64.1384,52.5690,43.5380,70.3613,75.9122
52.1628,50.8546,26.4184,77.0254,26.5982
68.5821,45.2257,34.8700,73.0173,62.1049
42.0248,65.4767,59.8480,58.9373,26.4743
62.6315,52.0853,40.6257,59.4412,78.0826
63.7912,58.7461,39.3613,68.3828,79.1934
36.5307,74.3833,67.2107,59.0021,39.4884
48.0447,52.2255,23.6253,74.5862,17.6655
65.2273,26.8911,49.0600,34.3616,74.4546
32.3583,78.2092,62.3434,54.2736,34.4493
62.1140,33.9140,51.9763,35.7536,69.2468
39.6828,70.4422,61.6599,57.3294,31.6245
64.1348,43.7833,34.1034,70.2576,67.7862
36.7403,70.5604,59.4689,54.7052,34.1889
32.7549,71.2003,63.9733,55.3996,32.8297
73.5252,51.7838,40.0120,66.8688,82.3544
61.3868,40.4516,32.9234,67.0259,64.2143
63.7255,32.4441,50.7245,37.0945,69.9553
64.6862,30.4197,53.9524,41.0062,71.2084
36.0633,69.3526,61.6237,55.1242,35.2640
63.9736,27.2526,51.8053,29.4294,72.9152
68.1830,55.5033,36.6740,65.4974,78.1458
37.8351,74.7155,57.9534,54.0190,29.9900
33.8154,74.2155,58.6249,55.7763,32.2301
59.7480,44.1809,37.5659,72.0438,63.3210
66.6996,29.8401,52.9385,31.5219,63.8871
65.2316,54.8778,39.7640,65.4236,78.4530
34.4712,71.9443,63.2476,57.4846,32.8969
41.2044,73.5426,62.5676,61.6078,31.4418
51.1528,54.7715,25.2456,80.4831,26.0423
65.9756,50.6737,38.8364,65.8883,78.9136
54.6007,49.5092,27.8415,79.1151,24.6774
71.2987,50.0548,39.9710,60.6153,76.7770
65.9653,32.9006,52.6031,36.6988,69.5228
67.4026,55.5028,32.7266,73.2871,60.7831
66.0064,23.0756,52.1129,39.3520,72.3654
48.9232,49.7597,22.1102,74.1401,21.0419
66.7230,47.9506,32.7275,69.7330,56.9953
49.4795,45.0712,16.1061,80.6822,20.9317
61.2178,30.7942,51.9592,37.4356,70.3757
59.5166,31.5913,46.8827,33.0516,70.5632
34.6727,74.7429,60.0298,52.0445,31.5146
67.9910,51.9589,40.0740,66.7961,70.6683
36.0753,67.3426,56.3329,54.4460,32.5905
69.0684,46.1466,35.2688,77.0810,61.0426
32.5648,71.6504,58.8522,58.1187,29.1400
74.6242,48.5909,44.3843,67.0161,75.8813
60.9545,29.5101,54.3342,36.4427,64.2821
36.4814,77.6481,63.4187,58.3197,28.2817
43.5237,70.7488,59.6685,52.8437,33.2024
56.4331,45.6081,31.0867,72.6760,67.7472
53.2936,48.2895,20.4759,82.3539,23.5551
62.3129,46.8281,32.1251,69.5119,67.7138
59.9919,42.9089,36.3326,69.2399,66.3129
47.5037,49.4309,25.7244,83.9991,24.3568
66.3308,49.7503,32.9657,76.7169,62.2273
57.4335,50.1139,35.0600,76.2739,70.2882
63.1141,41.3620,31.4838,70.7595,63.3268
66.7799,35.2134,54.4512,33.1740,66.3684
37.4932,73.6144,55.7225,53.2646,36.9187
65.2920,33.9161,54.6038,34.9389,63.3545
56.0563,44.7355,20.7139,80.1607,19.7244
64.1421,52.8598,43.7692,59.9150,75.1973
53.9072,49.2370,21.9684,73.6627,21.3421
60.6917,46.2445,31.5749,76.3475,64.3513
64.0981,29.3222,58.6100,38.0258,70.5055
63.7096,46.5927,36.1105,69.6346,65.2922
68.6152,50.7257,31.0852,81.2644,63.6425
68.5457,50.2782,42.4015,65.3576,72.7013
62.3023,48.8840,30.7212,68.2475,65.1950
71.6703,50.0055,39.9861,67.8721,74.8559
68.2816,54.6409,39.9393,70.1862,81.5156
39.6192,76.5110,56.1739,57.0639,32.7532
47.4808,44.9944,18.7037,81.3616,20.3789
64.1711,54.2660,45.2211,64.0428,70.4515
47.4480,48.4611,26.0410,80.9908,20.9602
66.0326,52.2467,31.4798,74.2770,65.1628
64.4531,49.1339,39.2462,71.2876,74.9294
61.0710,45.1586,34.3046,72.7022,61.5287
65.3045,31.3824,47.6097,33.7257,67.8767
64.1171,28.3333,49.0327,34.8974,66.6684
67.9902,51.8698,42.5350,61.1746,75.8401
65.0968,43.6704,29.3193,82.8470,61.0131
71.3672,50.4068,38.3071,65.9999,71.0397
63.8833,46.9357,33.2650,71.1626,64.0682
60.3397,51.2006,34.1405,67.6878,66.7030
38.6999,73.1651,58.5417,55.6853,33.8461
62.9922,48.8748,28.1595,64.4565,62.5606
52.1569,47.4119,17.9619,80.6606,20.1095
50.5844,50.5069,24.0121,76.4443,19.0810
62.4110,52.3081,38.1157,67.3929,70.0317
45.8514,54.6092,19.6670,76.4840,21.5400
63.2263,32.7364,47.2529,36.2611,62.1086
48.9811,42.5067,23.2291,82.1580,17.1635
58.5373,47.5676,30.6060,77.7820,64.1928
59.2793,29.7298,49.6586,38.4765,68.5788
39.2692,71.7084,63.7620,49.1025,29.7776
62.6214,30.0738,46.0917,32.9693,65.2165
66.8479,30.8364,56.6124,37.0364,70.6786
54.1653,51.7778,16.3065,81.6200,16.3476
57.7228,44.0614,33.7900,67.1445,62.6927
52.5678,52.4435,25.2734,76.6970,26.3512
61.9181,48.5100,32.0886,73.9339,61.5075
56.6743,49.3187,37.5306,77.2991,63.9138
32.2213,66.3363,57.7086,57.5323,30.1679
33.6773,73.9662,56.1554,55.9267,34.1430
40.3096,70.3553,63.5982,58.4368,31.8376
67.6487,49.9187,42.1299,68.4401,81.0329
60.6169,46.0408,33.6817,77.1931,60.7851
69.8940,57.6963,45.8298,64.8076,73.9166
62.8856,30.4310,48.8620,37.1095,63.2238
42.0923,78.3998,56.0444,52.4176,34.3358
47.2688,48.6294,23.7852,76.4606,24.1975
61.3036,27.2333,54.7567,35.7624,60.0990
64.9370,54.4887,38.3488,67.6951,76.9766
64.2463,54.4921,44.7956,69.3949,83.5931
60.2258,45.0886,33.6718,73.1148,62.7767
35.7900,79.8446,58.3476,60.7591,37.3645
65.0200,54.3336,45.9073,70.6691,82.2428
53.6358,48.3211,21.2077,78.3282,18.9657
67.7608,49.3219,40.3653,59.9348,78.5550
37.0497,68.9691,61.6277,53.7475,31.1376
32.8107,72.7862,63.9986,52.2332,34.3062
39.5632,69.4028,63.4904,51.0549,33.4340
35.2900,72.9472,60.6386,53.7910,34.4675
70.0560,45.8364,38.7483,72.4762,63.0857
64.1225,48.0300,33.2520,75.2502,67.2089
49.6482,51.4627,25.4313,78.0085,21.8474
63.1715,50.1386,40.4043,70.1540,82.4460
61.9713,27.6007,49.5882,39.2730,69.8818
48.6083,50.3109,22.4906,80.6600,20.0202
61.7834,49.2351,30.3034,76.2542,60.3096
57.6447,44.5447,33.4227,75.5992,69.7669
69.1556,52.5843,42.3277,66.0154,83.6299
63.9773,29.9089,54.4319,34.8547,62.1834
64.7201,30.0685,48.2505,37.4638,69.5957
62.6373,29.5109,50.9271,36.8678,71.8346
56.8227,50.2948,22.3539,81.0250,23.2472
54.2828,58.5577,28.2460,82.8297,17.9092
64.9720,39.9493,33.8275,67.1111,62.1491
71.8498,51.6235,44.9840,63.0430,74.7132
66.2101,23.8034,55.3177,38.2916,61.3186
61.1894,53.3077,36.2074,68.5355,75.1736
33.9844,76.0992,62.4125,61.6326,32.1056
61.7039,46.7355,36.8727,71.9611,60.3838
59.5079,49.3285,28.5533,71.9169,64.7694
67.2984,54.4911,35.8659,61.4526,67.2315
66.0049,44.7799,32.2547,73.0091,66.1072
55.1936,46.8036,24.7789,84.4702,22.4964
58.5876,47.6101,26.4809,79.0348,25.2521
54.6857,46.1884,27.3672,78.1771,25.9357
70.2599,31.7267,52.9857,38.4226,64.5141
59.1726,50.6613,42.2674,68.8467,72.8578
52.9996,53.5299,23.6861,76.7787,17.7442
62.3770,32.2131,54.0578,33.7282,67.6079
67.2709,47.1600,32.4610,72.0798,66.7237
66.1697,33.7360,53.6872,33.5439,67.2000
71.4221,42.4475,35.1763,71.8163,62.1134
67.3319,27.8257,53.9104,39.4685,64.0888
33.2139,70.2212,56.8449,56.3194,32.9529
50.6460,51.2029,17.8338,80.6010,16.5756
34.5428,72.7834,66.6890,58.8849,28.8439
49.9714,50.3657,20.9018,79.9067,23.5234
62.6381,32.6428,46.8959,39.2874,67.4704
38.6391,73.1703,61.9194,55.0131,36.5920
67.1041,43.7068,33.7008,70.8109,60.0963
48.7319,50.0268,27.1098,79.6204,18.4786
53.7489,46.3953,22.1548,77.0464,23.3685
60.0972,30.8258,48.7845,40.7578,66.8143
65.1757,29.4132,54.6112,35.3033,62.4337
38.0782,79.8543,52.5564,57.1734,33.0207
68.3358,59.6682,41.7003,64.2686,74.3173
71.5678,49.6443,39.3643,58.2843,81.6857
72.8954,48.5877,38.6167,59.5360,77.7327
61.6541,47.0497,34.3253,74.7311,57.2360
52.7005,48.6987,22.4332,77.3706,22.4159
62.4444,55.2375,39.0333,64.7029,71.7979
69.8876,55.1388,43.6898,63.0809,79.2965
63.9817,50.8201,30.9422,69.8975,61.6882
36.9916,68.8940,65.6546,55.5143,30.2148
72.8603,45.9154,38.0460,70.9316,73.2393
56.8435,54.9550,25.2795,80.0815,24.5830
49.6799,44.8858,25.8541,82.9005,20.3449
64.9222,49.7355,37.8584,61.5217,74.5573
60.5257,28.6270,46.0478,35.4623,69.8980
71.7511,49.0200,41.8926,69.8547,85.4043
32.7474,78.1894,53.0882,44.9076,28.4655
56.6957,50.6323,31.3259,66.4222,66.4271
64.6052,28.9717,53.5137,37.3923,63.2415
70.8677,53.9655,37.1385,69.3709,72.2438
36.7664,75.6255,63.4859,59.5044,36.0751
54.5895,50.1409,20.8696,78.3019,20.3186
41.3435,76.4807,58.1975,51.8358,38.4660
56.0560,48.1995,34.2908,71.1906,64.7767
36.9560,74.0571,59.8284,54.7808,31.2315
66.9827,33.0438,51.6084,41.3587,68.0419
69.5138,56.4269,38.5138,67.1189,70.7388
65.4581,30.8725,48.6496,37.4888,68.5640
36.3468,74.2585,54.2789,52.9887,33.7277
47.0998,53.7707,22.9934,79.9072,22.6084
62.5198,46.7540,38.3761,76.0847,57.5403
43.0117,68.4027,52.5140,60.2722,33.9352
53.8575,51.0155,18.0025,82.9265,21.1254
64.3138,50.1242,43.9088,63.3790,76.0500
66.0756,51.8002,41.3727,69.4724,75.8462
38.2824,77.1932,59.9969,53.9987,33.1404
59.9161,32.8614,47.5890,37.8171,69.8455
49.2271,45.9187,26.1382,78.7516,24.0945
67.6670,30.5951,48.9850,36.7496,63.9788
36.5357,66.4139,63.1527,53.5500,35.8741
65.2689,54.0390,36.3987,71.3840,62.0432
57.8789,53.9679,18.7658,80.9783,27.8787
61.7540,51.3495,31.0426,72.4311,64.8784
39.4297,72.6048,63.1179,54.5289,31.2019
38.1360,73.6045,54.5351,52.8559,35.7748
61.5623,36.0403,51.1007,34.2618,79.9482
70.6315,55.4373,43.5922,66.1555,81.0864
64.5714,50.2379,35.4120,76.6754,66.3481
53.5081,52.2123,25.3812,78.0361,20.4115
66.3331,54.0776,42.4937,64.1141,68.6593
65.1969,38.0442,37.0940,68.6868,63.4048
51.6585,50.6850,28.8438,84.1807,24.1904
41.7621,74.5847,64.3509,58.0862,33.6530
46.3543,50.1380,21.1825,82.3364,25.6931
59.8629,28.8221,44.0948,35.2126,64.3307
36.2202,71.4664,54.8929,56.7267,30.3816
62.4695,27.2648,46.9394,36.7120,70.4413
68.6089,44.6412,31.6588,73.0891,65.1645
70.3207,51.8412,42.0957,58.9850,77.3191
40.1835,67.1159,57.8734,50.3296,29.4054
37.8535,76.4835,62.7335,58.2172,27.7319
53.6180,50.9908,23.6634,79.0723,24.6334
65.9067,56.4334,36.9534,63.3215,72.5449
38.7768,73.5783,58.9643,57.7659,34.2485
63.6036,28.9408,50.3332,38.9080,71.1773
36.9569,77.8900,55.1003,55.7027,33.5011
49.8388,49.7966,27.3187,76.2901,22.3088
33.1800,71.2045,63.3216,62.2900,35.8950
68.4712,51.2219,39.5253,64.7068,72.5180
33.5294,75.1078,68.1475,56.3955,25.3357
61.0871,43.5368,31.6119,70.5978,68.0301
47.0458,47.3637,23.1914,73.8865,19.0349
38.3304,70.6473,67.3033,51.8798,28.5963
69.8471,52.5059,40.4133,68.2701,73.6619
59.3208,49.0041,25.3500,80.3128,15.6815
66.0511,51.8013,43.6919,63.9702,78.7008
69.2507,48.6315,41.7483,62.6834,82.3375
67.5487,29.2730,53.6269,38.8878,70.4987
35.8331,75.1772,60.9461,56.1224,27.8525
62.1468,53.3090,41.6738,67.9357,79.4305
65.0508,46.4084,36.5709,73.7288,65.6291
49.5442,50.7033,20.4933,86.0826,19.1942
70.3817,53.8077,41.0097,59.3511,75.4894
36.0903,68.9395,57.2177,55.5420,26.8258
57.1683,50.3383,19.3373,77.0272,19.7095
59.0778,47.9986,36.5902,77.0880,64.8622
52.2181,44.7044,21.3746,79.6305,20.8735
60.0990,40.2781,31.1497,72.2534,66.3936
58.9783,29.6150,53.8820,32.7721,68.6683
63.9223,33.4726,49.4324,33.7429,73.4889
33.6542,73.4918,59.5496,57.5512,36.8319
56.6232,30.1441,48.6579,34.9923,69.5936
65.4965,55.0249,36.0150,69.4455,76.0770
34.8729,73.4200,65.5027,56.1522,32.8671
63.4224,32.5303,50.1553,33.9947,65.8783
36.5943,71.1132,56.1444,60.6026,32.6201
46.0051,50.9191,22.0602,83.3829,20.2927
53.7460,45.8316,28.3111,74.7140,25.2937
29.9322,73.7756,62.5485,54.6181,34.0182
35.4146,77.4130,64.0133,60.5850,29.2237
62.8624,50.3785,44.6284,66.1872,74.6141
68.6937,41.0562,38.7137,74.8905,65.4340
33.7994,72.8153,54.0737,55.2051,26.8050
69.6813,52.8873,39.4993,61.1565,76.7991
61.2421,57.7295,39.5193,66.7065,75.3774
49.6348,53.2962,24.4649,76.9710,23.8894
62.2530,54.9176,44.7152,72.4991,74.2447
58.1774,30.7981,51.7023,39.8334,73.7164
63.2415,41.7359,32.2227,72.9280,61.9898
55.5613,51.3469,21.6949,78.8288,26.8291
69.4208,54.7743,43.1587,63.4301,69.4196
58.9681,51.6422,23.5756,80.9461,19.0872
49.4734,60.7378,17.4498,82.9689,23.4552
62.4283,39.9643,34.7781,67.2141,62.6698
38.7169,68.0797,61.8360,53.1119,30.3426
64.8052,27.6618,51.3776,34.0238,67.9615
67.8754,34.4969,54.8145,33.9949,62.2308
65.8225,23.6868,50.2298,37.1526,67.5279
61.2180,51.5750,31.3402,70.2435,63.2690
62.5558,30.2800,54.6293,37.0395,74.1398
55.6420,52.8912,24.1287,83.0260,21.7979
31.8575,70.8370,58.2490,60.9241,31.1081
60.7865,28.7728,46.9708,38.5497,66.0720
59.9252,44.1637,40.1015,72.5192,62.2354
62.7067,28.3159,45.5477,35.7612,62.9999
61.3123,47.7021,37.5859,62.7272,77.8746
60.7993,32.9562,54.2049,36.4472,66.0332
61.8581,52.5531,42.7157,63.3307,72.3293
68.1704,30.1625,50.3775,35.4454,66.3395
70.4749,53.4811,42.2664,67.4832,80.8929
58.9859,45.2734,32.8355,73.3483,66.7910
67.3582,31.7628,48.4518,35.8153,66.8081
59.1793,43.4419,37.1928,71.0709,67.3844
34.9652,75.0628,64.6705,56.7688,30.8337
56.4026,40.4961,35.5549,74.6613,67.8456
53.4522,48.5155,23.9033,78.1856,19.7372
64.7357,46.6235,32.5101,75.6453,69.8747
65.2554,49.8033,34.2616,74.2889,59.7433
46.2742,55.0390,16.7394,80.7336,22.6867
64.6812,41.1487,35.1693,70.8709,67.1098
68.0578,50.9911,43.5075,61.2136,83.5581
68.1647,29.3891,52.8688,37.8258,66.3478
61.7851,50.6436,40.7172,66.5617,76.9703
68.4510,29.5889,49.4275,38.6734,73.3605
64.5022,29.4494,51.8037,38.2082,65.4896
35.8258,67.2722,59.6030,58.2612,34.3573
62.8919,33.3502,51.0163,33.5112,69.1936
69.8331,27.6773,50.5856,36.3113,69.0042
35.8572,71.4093,58.5511,57.8086,33.4453
63.3519,34.2973,47.9861,33.3789,67.4725
65.6808,31.4070,49.5739,36.2853,63.9561
60.0026,27.4903,48.4410,32.9340,64.0910
53.9445,53.4264,12.9725,79.7965,19.4746
69.9241,19.5005,51.6918,36.7973,68.0408
45.1719,53.3562,21.5791,82.2821,22.2973
71.8356,53.0557,39.7762,69.5625,77.6503
68.8698,33.1029,52.1781,36.7993,70.8790
62.2419,43.4939,33.0007,69.7883,66.2809
60.9202,29.9709,50.3283,40.4408,71.7904
60.6474,32.3958,50.4965,37.0282,64.9290
63.9681,51.8272,38.0050,71.2876,69.1526
54.9732,50.9832,20.6320,84.5900,24.7884
63.1692,51.4160,32.9559,70.4379,66.2936
63.6602,38.3378,38.3433,79.0661,62.2577
38.1085,73.9502,63.0237,55.2435,34.8985
65.0644,28.2428,52.7434,31.2025,62.5486
31.8455,71.1425,58.7179,54.3971,30.8572
32.3864,69.2172,60.6928,56.9088,29.8871
38.0057,70.7653,63.8980,62.5025,37.5464
71.3991,35.5819,52.9081,32.3296,67.8945
64.4168,50.4179,39.9822,62.2347,77.4504
60.3268,29.8927,50.7389,32.6667,71.1012
35.7700,79.8278,60.3437,58.0645,27.6750
43.3349,68.5561,60.4248,55.9249,31.7372
50.5611,49.1814,27.0633,80.1433,19.8430
69.6993,48.4298,48.4120,64.2115,77.8932
47.4091,51.9846,24.0893,81.3819,17.0488
66.7815,54.1825,38.5665,51.4556,79.8300
66.4575,51.8573,40.4144,62.3447,75.9519
33.4727,78.8551,57.9920,54.1845,36.8200
34.9162,73.1723,66.5098,55.2735,27.8371
64.5062,47.2788,35.0763,72.8392,63.6934
67.7707,55.3168,41.1764,58.1597,70.6794
61.2797,31.2423,49.6627,36.7408,71.6158
61.5049,44.4739,39.7041,69.2204,67.1105
63.2527,50.5827,33.0604,70.7981,65.4333
48.9821,52.0471,24.2979,83.3074,15.3805
51.2828,51.4200,21.2570,84.7506,22.9580
65.2596,50.1505,40.5208,67.2631,76.5278
65.5046,31.6646,53.7608,36.8444,70.1418
65.2268,31.0828,51.3289,31.4985,72.0679
67.1360,54.3993,42.5876,62.8312,73.4111
65.5430,42.6646,30.1977,78.5423,61.4170
50.8797,51.4320,18.6934,82.2222,21.6743
60.0010,49.9539,42.9013,64.5438,71.7554
55.7682,23.8517,57.2718,36.3351,63.4585
49.8724,51.1297,20.7312,82.8041,22.2050
70.5509,51.6998,43.1566,66.7743,68.3277
39.6391,67.8865,57.8521,56.1673,32.4011
66.3126,51.1380,37.9613,69.8230,74.6037
64.9815,33.9479,44.6121,32.5585,63.5005
51.5967,48.9533,22.8361,80.2667,21.2126
69.1167,54.2462,38.6127,64.8712,76.7911
56.5460,28.4461,54.3920,33.4890,67.6133
61.9493,55.4376,39.8715,65.0344,69.2730
65.5042,34.5196,55.6077,36.7275,71.4733
61.5347,53.6161,45.8928,65.6913,72.2717
64.2922,49.3248,34.2378,73.3552,59.0958
62.7085,46.7489,33.9972,66.6802,68.7134
59.1036,55.4538,44.7339,61.6458,77.4311
50.4135,45.0291,21.7928,80.1917,20.1514
35.6416,75.7785,57.8610,60.5479,28.4051
72.5037,55.4567,38.2822,63.3929,72.4585
49.8633,53.1199,19.6422,80.5607,17.6892
63.3710,44.2501,35.3279,78.0542,69.5073
62.8698,56.0956,41.3859,67.3335,75.0701
63.9090,55.4727,39.7146,65.7254,80.7285
36.9204,72.8538,64.8799,53.0408,26.1827
68.7112,55.3036,36.5929,69.4227,80.2700
50.9630,52.6039,17.6895,76.3317,18.6486
61.4269,53.2117,33.5905,71.5145,68.0693
50.9138,51.1241,15.2041,79.6409,18.1524
67.9866,52.5226,38.3932,64.0990,70.0986
58.3154,30.1333,48.9926,35.5416,71.5163
67.8425,47.2172,31.7975,74.4814,60.7122
71.3473,50.8345,41.3985,61.4331,80.3489
66.6702,54.8376,41.0981,61.3857,75.3783
70.4332,51.5299,42.1391,64.5446,72.1584
63.2531,51.3325,40.2205,66.0761,77.4903
35.2852,65.3621,57.0491,52.9975,35.8831
34.5238,67.4769,61.9697,61.2221,30.8663
64.3325,43.2332,31.5404,71.4996,64.6829
52.8435,54.0601,20.5344,81.1256,22.9624
65.0829,33.6013,49.8971,34.8064,72.7419
67.0830,53.8054,37.1486,64.2999,73.4057
37.9469,72.1824,61.3708,56.9085,35.3098
34.1223,76.8029,54.8593,52.2032,31.0004
51.2297,46.2807,26.7684,80.7142,17.2899
62.3144,44.6842,33.6624,67.0570,66.2384
59.4181,31.1999,51.9555,31.7236,63.9504
52.9273,51.1204,22.7129,86.3877,20.3878
48.9401,51.2117,20.8136,75.9515,23.8789
53.8392,50.1974,15.3075,75.3592,27.2106
61.8888,33.4659,54.3779,35.9068,66.0437
55.9773,49.1434,19.6964,80.6948,23.3190
63.9373,27.7887,53.2428,37.9634,67.8869
66.6470,56.2428,41.9100,64.2445,80.9140
39.8063,70.3394,56.8565,50.5029,32.5946
56.3434,45.1106,34.4501,80.5182,61.5787
38.4093,75.6739,59.9201,59.4132,33.3494
65.0086,46.3363,34.2579,78.8609,62.4849
36.6494,69.6769,66.8598,55.3169,30.2628
61.8119,51.3028,37.2546,60.9324,73.8802
64.6576,47.2041,31.7521,67.0038,60.0914
62.5185,29.2804,52.3609,36.8336,63.1958
65.3933,50.5143,36.1059,74.1610,78.0783
57.9822,32.8198,46.7689,35.4207,69.1229
51.4620,52.7981,21.8012,71.5265,16.5846
67.0844,51.6085,31.1016,73.4771,60.2456
67.7661,46.9103,28.5377,69.4737,61.1041
64.0089,44.5313,31.0267,78.5096,63.7704
58.0371,51.8069,32.1276,68.1356,65.5054
64.7144,55.3612,34.4817,65.8424,66.9504
69.2436,50.7500,39.3318,61.4942,75.1007
40.0745,80.4424,57.5883,57.3386,33.4213
34.7930,74.3443,60.3250,58.3562,32.7320
38.1050,70.7262,65.7441,56.6430,28.4046
41.4144,68.5095,62.8300,56.8304,33.4459
63.1921,44.8780,35.2601,72.2835,61.9881
61.9919,48.5107,36.1888,73.1707,68.9377
39.4686,72.8883,67.1413,51.0988,30.0933
62.4877,48.2407,44.6922,62.5200,82.2737
35.4907,68.9154,66.8071,57.7816,29.3363
34.7012,70.2523,66.9256,61.7781,29.2685
33.0206,75.6319,56.3846,63.9891,27.6492
61.7879,42.7771,32.8021,74.0859,63.4691
55.1192,47.0130,23.7222,80.6095,18.9661
62.4568,45.9224,35.7809,75.0657,62.0052
57.3612,25.3631,49.0551,34.0785,63.2586
37.8184,70.2392,56.6785,57.4382,30.8362
66.0732,44.9352,33.3615,75.2465,63.9986
63.7725,44.8330,37.6127,74.3835,65.4818
49.4404,49.4206,23.6782,75.5384,27.1292
65.6055,52.5841,37.3659,69.7128,62.3444
67.0631,25.2167,53.0449,36.1785,70.0911
72.5387,51.6373,45.5219,73.1731,78.9338
57.9745,45.6125,31.2128,77.2740,64.3361
62.0337,49.1354,27.1218,69.9672,62.6579
34.4773,70.0732,59.8619,60.0198,31.5128
67.2062,55.9624,41.1246,68.6260,81.6054
64.4281,28.8506,55.1560,34.0638,74.7562
51.8837,53.6411,24.0409,83.9436,23.3017
61.6556,30.5360,56.3843,38.3837,66.7441
56.4659,48.1201,23.5249,76.8648,22.6753
63.5619,29.2373,60.1288,36.3204,62.7467
53.7632,50.1335,23.9236,75.6195,15.2254
60.1663,51.7760,35.0049,76.4270,62.0920
56.5552,52.9863,40.7731,67.3129,69.6832
64.2071,45.1335,31.5784,69.6369,59.3919
60.1509,42.9735,33.3166,68.2155,66.8361
33.8229,75.7296,63.1270,55.9907,29.0638
58.3626,32.1438,46.8312,37.1975,64.1783
37.2587,66.1463,62.7742,56.2148,32.1255
36.9201,73.0915,49.4265,61.6143,36.4795
55.2567,51.8139,34.0588,66.1257,64.2317
66.7004,42.1822,33.9244,72.7291,63.4594
35.2046,67.3071,61.5035,58.9888,32.0471
69.3901,29.2672,52.8961,32.5809,67.1991
63.7457,43.6045,32.5613,75.0477,61.3930
66.5856,30.2130,50.7856,34.6991,70.7251
66.6265,51.2209,32.6751,68.9492,65.4314
64.5532,32.9538,57.9466,36.1952,78.1937
36.0692,78.9500,61.1618,54.6650,31.5244
69.6510,55.8873,45.6756,65.8015,75.1915
65.5872,47.1860,30.2590,65.6275,66.4046
64.3055,28.4474,52.1233,34.2697,61.9542
36.6302,71.1552,65.2776,50.2953,32.3461
56.7126,50.7464,27.7824,77.0406,19.2219
69.7885,26.9557,50.1101,38.0123,64.9686
68.3732,29.5204,51.0488,35.7802,69.6518
65.5712,32.6339,54.9856,39.4040,66.7934
61.2103,31.5642,49.1778,35.6838,70.3302
49.8351,52.8114,18.4791,76.6022,17.6415
55.6977,43.9835,26.8490,80.7200,19.8392
66.6196,27.5244,49.8105,35.1291,69.9956
35.9423,73.6720,56.3707,55.8530,33.3684
61.6964,35.5647,48.2962,38.7856,67.9488
37.4788,78.9127,62.5747,49.7787,36.9848
48.3153,53.8771,21.7575,76.7662,21.9178
36.2468,71.1484,52.8226,59.7431,30.0393
62.7386,29.2769,44.7454,37.9932,71.6465
60.2496,28.2156,57.0221,31.5937,73.5563
52.1636,42.2376,15.1059,76.1272,16.2289
60.8600,56.0399,38.0227,69.1076,76.6865
69.2384,49.5354,34.6338,64.0513,77.4534
67.4100,55.7295,39.6672,68.7186,73.3869
53.1131,52.2675,25.6674,75.7373,15.2048
58.5786,50.0362,35.8173,71.0751,64.5612
64.3956,51.4755,34.7178,60.9158,72.8938
37.7656,67.2064,57.2020,58.3183,34.2173
68.8789,31.3547,51.7284,37.0698,72.1523
60.5481,31.9743,54.1298,35.3235,70.2703
69.9990,49.5661,37.9372,64.3188,75.9293
49.0259,49.3813,22.6510,74.5464,25.5546
65.7418,56.5514,32.2427,72.4898,69.5026
40.5912,69.3321,60.0760,52.0703,30.9249
50.4577,55.4012,18.9553,82.3615,22.9059
58.2253,53.7920,22.6359,81.5764,23.6600
69.3889,28.9983,52.1837,36.3040,69.5200
70.4177,50.6521,42.3115,68.7107,76.1169
72.6762,51.8433,38.8938,64.5615,76.0054
62.2007,50.2526,35.6614,74.5392,64.7429
74.0612,47.6170,41.0845,60.3722,76.0984
58.4886,37.6690,31.9729,71.5904,63.6899
52.1190,46.0288,19.8295,75.4813,26.8064
66.0814,46.2915,37.5306,68.4190,61.7614
38.6396,74.3007,65.7843,52.8792,31.7244
68.0426,53.4660,47.1592,57.6580,80.6308
62.2947,34.1900,54.8196,40.0930,71.9303
50.7053,44.0646,10.1697,76.7828,19.3991
68.3334,50.8140,41.2132,60.5527,81.2008
65.6583,42.7855,27.2549,72.2000,64.9154
64.2848,48.6959,32.9287,79.3419,65.5659
37.2572,71.3457,59.2274,60.2044,31.8633
62.4764,47.8017,40.6785,60.3985,79.3251
33.8228,74.4817,61.5082,53.7601,35.0829
61.1433,55.6551,42.3039,62.6457,69.1585
51.4972,54.0231,17.3337,82.3334,22.5600
62.1957,35.1786,47.7611,36.8270,68.5858
47.5110,41.2720,22.3629,83.0230,23.0420
51.4371,50.7465,20.0462,77.3805,20.9135
52.1136,50.9644,18.9158,81.1578,23.4657
37.2868,70.2158,60.2210,53.5811,33.6263
66.6205,31.3837,55.3183,34.7519,69.7631
63.9286,32.9263,53.8348,34.0827,66.3053
52.8099,47.4656,21.6640,83.9662,20.0416
65.3137,34.4736,50.5347,31.4448,61.1613
57.2974,55.4181,25.4335,79.8890,23.3888
60.0688,41.6640,32.3314,74.4356,62.1903
59.4793,23.0678,52.0026,35.1593,77.2860
67.4831,31.5792,50.2676,38.8621,62.8788
49.0478,46.2460,25.0205,76.5821,16.7973
62.2534,41.7685,38.7709,76.5749,62.8290
